CMC_id,CMC_rank,name,ticker,source_code,mod_source,type,forge,repo,notes,stars
5691,103,SKALE Network,SKL,https://github.com/skalenetwork,,,github,skalenetwork,,
2682,104,Holo,HOT,https://github.com/holochain,,,github,holochain,,
1455,105,Golem,GLM,https://github.com/golemfactory/golem,,,github,golemfactory/golem,,3205
5632,106,Arweave,AR,https://github.com/ArweaveTeam/arweave,,,github,ArweaveTeam/arweave,,208
8202,107,ZKSwap,ZKS,https://github.com/l2labs,,,github,l2labs,,
2300,108,WAX,WAXP,https://github.com/worldwide-asset-exchange,,,github,worldwide-asset-exchange,,
1982,109,Kyber Network,KNC,https://github.com/kybernetwork,,,github,kybernetwork,,
5268,110,Energy Web Token,EWT,https://github.com/energywebfoundation/ewc-system-contracts,,,github,energywebfoundation/ewc-system-contracts,,6
5665,111,Helium,HNT,https://github.com/helium,,,github,helium,,
7288,112,Venus,XVS,https://github.com/SwipeWallet/Venus-Protocol,,,github,SwipeWallet/Venus-Protocol,,
3155,113,Quant,QNT,https://github.com/quantnetwork/eth-contract-metadata,,,github,quantnetwork/eth-contract-metadata,,2
3773,114,Fetch.ai,FET,https://github.com/fetchai,,,github,fetchai,,
4948,115,Nervos Network,CKB,https://github.com/nervosnetwork,,,github,nervosnetwork,,
693,116,Verge,XVG,https://github.com/vergecurrency,,,github,vergecurrency,,
2394,117,Telcoin,TEL,https://github.com/telcoin,,,github,telcoin,,
3662,118,HedgeTrade,HEDG,https://github.com/rublixdev/hedgtokenmint,,,github,rublixdev/hedgtokenmint,,5
1214,119,Lisk,LSK,https://github.com/LiskHQ,,,github,LiskHQ,,
2777,120,IoTeX,IOTX,https://github.com/iotexproject,,,github,iotexproject,,
7232,121,Alpha Finance Lab,ALPHA,https://github.com/AlphaFinanceLab/alpha-lending-smart-contract/blob/master/documents/Alpha%20Lending%20Whitepaper.pdf,,,github,AlphaFinanceLab/alpha-lending-smart-contract/blob/master/documents/Alpha%20Lending%20Whitepaper.pdf,,
2087,122,KuCoin Token,KCS,none,,,other,,,
7224,123,DODO,DODO,none,,,other,,,
4846,124,Kava.io,KAVA,https://github.com/kava-labs,,,github,kava-labs,,
1104,125,Augur,REP,https://github.com/AugurProject,,,github,AugurProject,,
1759,126,Status,SNT,https://github.com/status-im,,,github,status-im,,
7859,127,Badger DAO,BADGER,none,,,other,,,
291,128,MaidSafeCoin,MAID,https://github.com/maidsafe,,,github,maidsafe,,
1886,129,Dent,DENT,none,,,other,,,
3978,130,Chromia,CHR,https://bitbucket.com/chromawallet,,,bitbucket,chromawallet,,
5728,131,Balancer,BAL,https://github.com/balancer-labs,,,github,balancer-labs,,
2563,132,TrueUSD,TUSD,https://github.com/trusttoken,,,github,trusttoken,,
1816,133,Civic,CVC,none,,,other,,,
2467,134,OriginTrail,TRAC,https://github.com/origintrail,,,github,origintrail,,
2496,135,Polymath,POLY,https://github.com/PolymathNetwork,,,github,PolymathNetwork,,
6187,136,Serum,SRM,https://docs.google.com/document/d/1v7NPdmotyetkytr1sVI6cQ1EV4D1ZILs9F6IDO5BkB0/edit,,,other,docs.google.com/document/d/1v7NPdmotyetkytr1sVI6cQ1EV4D1ZILs9F6IDO5BkB0/edit,,
3814,137,Celer Network,CELR,https://github.com/celer-network,,,github,celer-network,,
4279,138,Swipe,SXP,https://github.com/SwipeWallet,,,github,SwipeWallet,,
4056,139,Ampleforth,AMPL,https://github.com/ampleforth,,,github,ampleforth,,
4679,140,Band Protocol,BAND,https://github.com/bandprotocol,,,github,bandprotocol,,
3992,141,COTI,COTI,https://github.com/coti-io,,,github,coti-io,,
7208,142,Polkastarter,POLS,none,,,other,,,
7653,143,Oasis Network,ROSE,https://github.com/oasisprotocol/oasis-core,,,github,oasisprotocol/oasis-core,,33
463,144,BitShares,BTS,https://github.com/bitshares,,,github,bitshares,,
4761,145,NuCypher,NU,https://github.com/nucypher/whitepaper,,,github,nucypher/whitepaper,,20
1320,146,Ardor,ARDR,https://bitbucket.org/Jelurida/ardor/src,,,bitbucket,Jelurida/ardor/src,,
5829,147,TrustSwap,SWAP,none,,,other,,,
2320,148,Utrust,UTK,none,,,other,,,
3701,149,RSK Infrastructure Framework,RIF,https://github.com/riflabs,,,github,riflabs,,
5117,150,Origin Protocol,OGN,https://github.com/originprotocol,,,github,originprotocol,,
1680,151,Aragon,ANT,none,,,other,,,
3801,152,BORA,BORA,https://github.com/boraecosystem,,,github,boraecosystem,,
1659,153,Gnosis,GNO,none,,,other,,,
5026,154,Orchid,OXT,https://github.com/OrchidTechnologies/orchid,,,github,OrchidTechnologies/orchid,,241
1757,155,FunFair,FUN,none,,,other,,,
2424,156,SingularityNET,AGI,https://github.com/singnet,,,github,singnet,,
2222,157,Bitcoin Diamond,BCD,https://github.com/eveybcd/BitcoinDiamond,,,github,eveybcd/BitcoinDiamond,,119
1732,158,Numeraire,NMR,https://github.com/numerai,,,github,numerai,,
2299,159,aelf,ELF,https://github.com/aelfProject,,,github,aelfProject,,
5604,160,Secret,SCRT,https://github.com/enigmampc/SecretNetwork,,,github,enigmampc/SecretNetwork,,68
1586,161,Ark,ARK,https://github.com/ArkEcosystem,,,github,ArkEcosystem,,
1772,162,Storj,STORJ,https://github.com/storj/storj,,,github,storj/storj,,1228
3012,163,VeThor Token,VTHO,https://github.com/vechain/thor,,,github,vechain/thor,,484
2776,164,Travala.com,AVA,none,,,other,,,
3351,165,ZB Token,ZB,none,,,other,,,
1637,166,iExec RLC,RLC,https://github.com/iExecBlockchainComputing,,,github,iExecBlockchainComputing,,
2840,167,QuarkChain,QKC,https://github.com/QuarkChain,,,github,QuarkChain,,
7226,168,Injective Protocol,INJ,https://github.com/InjectiveLabs,,,github,InjectiveLabs,,
5802,169,Sora,XOR,https://github.com/soramitsu,,,github,soramitsu,,
4189,170,Ultra,UOS,none,,,other,,,
2570,171,TomoChain,TOMO,https://github.com/tomochain,,,github,tomochain,,
2896,172,Hifi Finance,MFT,https://github.com/MainframeHQ,,,github,MainframeHQ,,
1521,173,Komodo,KMD,https://github.com/KomodoPlatform,,,github,KomodoPlatform,,
8210,174,Bitcoin Standard Hashrate Token,BTCST,https://github.com/Standard-Hashrate-Group,,,github,Standard-Hashrate-Group,,
2606,175,Wanchain,WAN,https://github.com/wanchain,,,github,wanchain,,
3835,176,Orbs,ORBS,https://github.com/orbs-network,,,github,orbs-network,,
1230,177,Steem,STEEM,https://github.com/steemit/steem,,,github,steemit/steem,,2077
2758,178,Unibright,UBT,none,,,other,,,
3441,179,Divi,DIVI,https://github.com/Divicoin/Divi,,,github,Divicoin/Divi,,25
1343,180,Stratis,STRAX,https://github.com/stratisproject,,,github,stratisproject,,
2132,181,Power Ledger,POWR,none,,,other,,,
3874,182,IRISnet,IRIS,https://github.com/irisnet,,,github,irisnet,,
7824,183,Vai,VAI,https://github.com/SwipeWallet/Venus-Protocol,,,github,SwipeWallet/Venus-Protocol,,
2982,184,MVL,MVL,https://github.com/mvlchain/mvltoken,,,github,mvlchain/mvltoken,,4
3418,185,Metadium,META,https://github.com/metadium,,,github,metadium,,
2642,186,CyberVein,CVT,none,,,other,,,
6841,187,Phala Network,PHA,https://github.com/Phala-Network,,,github,Phala-Network,,
2662,188,Haven Protocol,XHV,https://github.com/haven-protocol-org,,,github,haven-protocol-org,,
1856,189,district0x,DNT,https://github.com/district0x,,,github,district0x,,
4134,190,Akropolis,AKRO,https://github.com/akropolisio,,,github,akropolisio,,
2588,191,Loom Network,LOOM,https://github.com/loomnetwork,,,github,loomnetwork,,
4191,192,Syntropy,NOIA,https://github.com/noia-network,,,github,noia-network,,
6833,193,Litentry,LIT,https://github.com/litentry,,,github,litentry,,
7617,194,saffron.finance,SFI,https://github.com/saffron-finance/saffron,,,github,saffron-finance/saffron,,7
5370,195,Hive,HIVE,https://github.com/openhive-network/hive,,,github,openhive-network/hive,,124
1993,196,Kin,KIN,none,,,other,,,
541,197,Syscoin,SYS,https://github.com/syscoin,,,github,syscoin,,
3714,198,LTO Network,LTO,https://github.com/legalthings,,,github,legalthings,,
3437,199,ABBC Coin,ABBC,https://github.com/ABBCTEAM,,,github,ABBCTEAM,,
4705,200,PAX Gold,PAXG,https://github.com/paxosglobal/paxos-gold-contract,,,github,paxosglobal/paxos-gold-contract,,7
